method,data,function,width,sqltime,memory(GB)
DUCK-F-AM4,synthetic8m,boxcox0,800,0.09,0.3953437805175781
DUCK-F-AM4,synthetic8m,devide,800,0.084,0.444610595703125
DUCK-F-AM4,synthetic8m,func1,800,0.096,0.3992767333984375
DUCK-F-AM4,synthetic8m,L22,800,0.113,0.47802734375
DUCK-F-AM4,synthetic8m,L2LN,800,0.202,0.5194053649902344
DUCK-F-AM4,synthetic8m,L2,800,0.153,0.5506362915039062
DUCK-F-AM4,synthetic8m,max,800,0.125,0.5508193969726562
DUCK-F-AM4,synthetic8m,mean,800,0.103,0.5185317993164062
DUCK-F-AM4,synthetic8m,minus,800,0.086,0.4442481994628906
DUCK-F-AM4,synthetic8m,multi,800,0.087,0.4327125549316406
DUCK-F-AM4,synthetic8m,plus,800,0.083,0.4269905090332031
DUCK-F-AM4,synthetic8m,variance,800,0.201,0.55987548828125
DUCK-F-AM4,synthetic8m,weightsum,800,0.106,0.5525856018066406
DUCK-F-AM4,soccerdata,boxcox0,1000,0.081,0.5615882873535156
DUCK-F-AM4,soccerdata,devide,1000,0.076,0.7439384460449219
DUCK-F-AM4,soccerdata,func1,1000,0.083,0.4791450500488281
DUCK-F-AM4,soccerdata,L22,1000,0.098,1.2750015258789062
DUCK-F-AM4,soccerdata,L2LN,1000,0.203,1.5213241577148438
DUCK-F-AM4,soccerdata,L2,1000,0.14,1.3984870910644531
DUCK-F-AM4,soccerdata,max,1000,0.069,1.0388450622558594
DUCK-F-AM4,soccerdata,mean,1000,0.311,0.7098007202148438
DUCK-F-AM4,soccerdata,minus,1000,0.051,0.5754737854003906
DUCK-F-AM4,soccerdata,multi,1000,0.056,0.6899375915527344
DUCK-F-AM4,soccerdata,plus,1000,0.049,0.5158309936523438
DUCK-F-AM4,soccerdata,variance,1000,3.491,0.5795783996582031
DUCK-F-AM4,soccerdata,weightsum,1000,0.251,1.4102096557617188
DUCK-F-AM4,soccerdata,boxcox0,12000,0.086,0.6268882751464844
DUCK-F-AM4,soccerdata,devide,12000,0.089,1.0088233947753906
DUCK-F-AM4,soccerdata,func1,12000,0.112,0.4270477294921875
DUCK-F-AM4,soccerdata,L22,12000,0.105,1.2040367126464844
DUCK-F-AM4,soccerdata,L2LN,12000,0.179,1.572357177734375
DUCK-F-AM4,soccerdata,L2,12000,0.158,1.5447502136230469
DUCK-F-AM4,soccerdata,max,12000,0.08,1.5240097045898438
DUCK-F-AM4,soccerdata,mean,12000,0.282,1.153911590576172
DUCK-F-AM4,soccerdata,minus,12000,0.082,0.9079322814941406
DUCK-F-AM4,soccerdata,multi,12000,0.057,0.9713401794433594
DUCK-F-AM4,soccerdata,plus,12000,0.068,0.7987861633300781
DUCK-F-AM4,soccerdata,variance,12000,3.686,1.1442794799804688
DUCK-F-AM4,soccerdata,weightsum,12000,0.268,1.5385513305664062
DUCK-F-AM4,soccerdata,boxcox0,1200,0.076,0.3289680480957031
DUCK-F-AM4,soccerdata,devide,1200,0.083,0.4474143981933594
DUCK-F-AM4,soccerdata,func1,1200,0.085,0.2893562316894531
DUCK-F-AM4,soccerdata,L22,1200,0.088,0.4015274047851562
DUCK-F-AM4,soccerdata,L2LN,1200,0.187,0.5281295776367188
DUCK-F-AM4,soccerdata,L2,1200,0.151,0.5741119384765625
DUCK-F-AM4,soccerdata,max,1200,0.067,0.4501953125
DUCK-F-AM4,soccerdata,mean,1200,0.29,0.4006271362304687
DUCK-F-AM4,soccerdata,minus,1200,0.047,0.3285942077636719
DUCK-F-AM4,soccerdata,multi,1200,0.045,0.3872222900390625
DUCK-F-AM4,soccerdata,plus,1200,0.046,0.3860130310058594
DUCK-F-AM4,soccerdata,variance,1200,4.635,0.5080184936523438
DUCK-F-AM4,soccerdata,weightsum,1200,0.249,0.70001220703125
DUCK-F-AM4,soccerdata,boxcox0,200,0.079,0.5140304565429688
DUCK-F-AM4,soccerdata,devide,200,0.076,0.5084342956542969
DUCK-F-AM4,soccerdata,func1,200,0.079,0.4723472595214844
DUCK-F-AM4,soccerdata,L22,200,0.092,1.3386688232421875
DUCK-F-AM4,soccerdata,L2LN,200,0.193,1.3422393798828125
DUCK-F-AM4,soccerdata,L2,200,0.125,1.2770500183105469
DUCK-F-AM4,soccerdata,max,200,0.067,0.808746337890625
DUCK-F-AM4,soccerdata,mean,200,0.32,0.5810623168945312
DUCK-F-AM4,soccerdata,minus,200,0.045,0.3426742553710937
DUCK-F-AM4,soccerdata,multi,200,0.064,0.455352783203125
DUCK-F-AM4,soccerdata,plus,200,0.048,0.4959716796875
DUCK-F-AM4,soccerdata,variance,200,4.905,0.6911087036132812
DUCK-F-AM4,soccerdata,weightsum,200,0.232,1.399333953857422
DUCK-F-AM4,soccerdata,boxcox0,400,0.089,0.5549888610839844
DUCK-F-AM4,soccerdata,devide,400,0.088,0.5673370361328125
DUCK-F-AM4,soccerdata,func1,400,0.085,0.5087852478027344
DUCK-F-AM4,soccerdata,L22,400,0.092,1.3983001708984375
DUCK-F-AM4,soccerdata,L2LN,400,0.182,1.4620094299316406
DUCK-F-AM4,soccerdata,L2,400,0.136,1.4002532958984375
DUCK-F-AM4,soccerdata,max,400,0.088,0.924152374267578
DUCK-F-AM4,soccerdata,mean,400,0.307,0.709075927734375
DUCK-F-AM4,soccerdata,minus,400,0.056,0.3996162414550781
DUCK-F-AM4,soccerdata,multi,400,0.051,0.5129470825195312
DUCK-F-AM4,soccerdata,plus,400,0.049,0.5536422729492188
DUCK-F-AM4,soccerdata,variance,400,4.064,0.819091796875
DUCK-F-AM4,soccerdata,weightsum,400,0.217,1.526519775390625
DUCK-F-AM4,soccerdata,boxcox0,600,0.083,0.4770584106445312
DUCK-F-AM4,soccerdata,devide,600,0.085,0.6256294250488281
DUCK-F-AM4,soccerdata,func1,600,0.087,0.5509719848632812
DUCK-F-AM4,soccerdata,L22,600,0.096,1.4505081176757812
DUCK-F-AM4,soccerdata,L2LN,600,0.184,4.018398284912109
DUCK-F-AM4,soccerdata,L2,600,0.131,1.5205345153808594
DUCK-F-AM4,soccerdata,max,600,0.063,0.923442840576172
DUCK-F-AM4,soccerdata,mean,600,0.306,0.8300971984863281
DUCK-F-AM4,soccerdata,minus,600,0.054,0.4576911926269531
DUCK-F-AM4,soccerdata,multi,600,0.053,0.5723876953125
DUCK-F-AM4,soccerdata,plus,600,0.048,0.6113471984863281
DUCK-F-AM4,soccerdata,variance,600,5.536,0.5859832763671875
DUCK-F-AM4,soccerdata,weightsum,600,0.233,1.6481399536132812
DUCK-F-AM4,soccerdata,boxcox0,800,0.079,0.5189743041992188
DUCK-F-AM4,soccerdata,devide,800,0.08,0.6851615905761719
DUCK-F-AM4,soccerdata,func1,800,0.079,0.4535789489746094
DUCK-F-AM4,soccerdata,L22,800,0.104,1.5107040405273438
DUCK-F-AM4,soccerdata,L2LN,800,0.182,1.4030914306640625
DUCK-F-AM4,soccerdata,L2,800,0.129,1.3970680236816406
DUCK-F-AM4,soccerdata,max,800,0.052,0.9233131408691406
DUCK-F-AM4,soccerdata,mean,800,0.289,0.592193603515625
DUCK-F-AM4,soccerdata,minus,800,0.052,0.5168838500976562
DUCK-F-AM4,soccerdata,multi,800,0.051,0.6298866271972656
DUCK-F-AM4,soccerdata,plus,800,0.049,0.6693038940429688
DUCK-F-AM4,soccerdata,variance,800,3.53,0.5820808410644531
DUCK-F-AM4,soccerdata,weightsum,800,0.239,1.409809112548828
DUCK-F-AM4,sensordata,boxcox0,1000,0.295,0.6727943420410156
DUCK-F-AM4,sensordata,devide,1000,0.264,1.2140274047851562
DUCK-F-AM4,sensordata,func1,1000,0.295,0.5357131958007812
DUCK-F-AM4,sensordata,L22,1000,0.358,1.793437957763672
DUCK-F-AM4,sensordata,L2LN,1000,0.64,2.065010070800781
DUCK-F-AM4,sensordata,L2,1000,0.544,1.8637237548828125
DUCK-F-AM4,sensordata,max,1000,0.166,1.4689559936523438
DUCK-F-AM4,sensordata,mean,1000,1.356,0.7291412353515625
DUCK-F-AM4,sensordata,minus,1000,0.165,0.6096382141113281
DUCK-F-AM4,sensordata,multi,1000,0.176,0.6128578186035156
DUCK-F-AM4,sensordata,plus,1000,0.136,0.4596939086914062
DUCK-F-AM4,sensordata,variance,1000,15.383,0.7406120300292969
DUCK-F-AM4,sensordata,weightsum,1000,0.909,1.8750114440917969
DUCK-F-AM4,sensordata,boxcox0,12000,0.26,1.108379364013672
DUCK-F-AM4,sensordata,devide,12000,0.273,1.5772743225097656
DUCK-F-AM4,sensordata,func1,12000,0.315,0.9161605834960938
DUCK-F-AM4,sensordata,L22,12000,0.366,1.888214111328125
DUCK-F-AM4,sensordata,L2LN,12000,0.709,1.91497802734375
DUCK-F-AM4,sensordata,L2,12000,0.638,2.112720489501953
DUCK-F-AM4,sensordata,max,12000,0.185,1.9357566833496092
DUCK-F-AM4,sensordata,mean,12000,1.156,1.7977943420410156
DUCK-F-AM4,sensordata,minus,12000,0.168,1.417827606201172
DUCK-F-AM4,sensordata,multi,12000,0.155,1.0905685424804688
DUCK-F-AM4,sensordata,plus,12000,0.174,0.8543128967285156
DUCK-F-AM4,sensordata,variance,12000,15.098,1.528045654296875
DUCK-F-AM4,sensordata,weightsum,12000,1.047,1.9479942321777344
DUCK-F-AM4,sensordata,boxcox0,1200,0.294,0.3987503051757812
DUCK-F-AM4,sensordata,devide,1200,0.269,0.5983161926269531
DUCK-F-AM4,sensordata,func1,1200,0.326,0.2681007385253906
DUCK-F-AM4,sensordata,L22,1200,0.3,1.0719032287597656
DUCK-F-AM4,sensordata,L2LN,1200,0.621,1.2641677856445312
DUCK-F-AM4,sensordata,L2,1200,0.475,0.7200279235839844
DUCK-F-AM4,sensordata,max,1200,0.166,0.5291366577148438
DUCK-F-AM4,sensordata,mean,1200,1.471,0.5023956298828125
DUCK-F-AM4,sensordata,minus,1200,0.14,0.4459190368652344
DUCK-F-AM4,sensordata,multi,1200,0.14,0.4502754211425781
DUCK-F-AM4,sensordata,plus,1200,0.15,0.5526275634765625
DUCK-F-AM4,sensordata,variance,1200,16.048,0.3527488708496094
DUCK-F-AM4,sensordata,weightsum,1200,0.873,0.9183464050292968
DUCK-F-AM4,sensordata,boxcox0,200,0.276,0.5366363525390625
DUCK-F-AM4,sensordata,devide,200,0.273,0.6126594543457031
DUCK-F-AM4,sensordata,func1,200,0.31,0.2659873962402344
DUCK-F-AM4,sensordata,L22,200,0.323,1.8169174194335935
DUCK-F-AM4,sensordata,L2LN,200,0.802,1.838321685791016
DUCK-F-AM4,sensordata,L2,200,0.518,1.8482513427734373
DUCK-F-AM4,sensordata,max,200,0.175,1.1023521423339844
DUCK-F-AM4,sensordata,mean,200,1.33,0.6793861389160156
DUCK-F-AM4,sensordata,minus,200,0.147,0.4594345092773437
DUCK-F-AM4,sensordata,multi,200,0.148,0.4632453918457031
DUCK-F-AM4,sensordata,plus,200,0.148,0.4353523254394531
DUCK-F-AM4,sensordata,variance,200,15.866,0.7252120971679688
DUCK-F-AM4,sensordata,weightsum,200,0.955,1.86993408203125
DUCK-F-AM4,sensordata,boxcox0,400,0.274,0.6699943542480469
DUCK-F-AM4,sensordata,devide,400,0.265,0.7612953186035156
DUCK-F-AM4,sensordata,func1,400,0.28,0.3973007202148437
DUCK-F-AM4,sensordata,L22,400,0.298,1.9738540649414065
DUCK-F-AM4,sensordata,L2LN,400,0.7,2.022773742675781
DUCK-F-AM4,sensordata,L2,400,0.525,1.8499908447265625
DUCK-F-AM4,sensordata,max,400,0.178,1.2835922241210938
DUCK-F-AM4,sensordata,mean,400,1.384,0.8657150268554688
DUCK-F-AM4,sensordata,minus,400,0.148,0.6079673767089844
DUCK-F-AM4,sensordata,multi,400,0.156,0.611480712890625
DUCK-F-AM4,sensordata,plus,400,0.144,0.583984375
DUCK-F-AM4,sensordata,variance,400,14.991,0.3756866455078125
DUCK-F-AM4,sensordata,weightsum,400,0.93,2.0603599548339844
DUCK-F-AM4,sensordata,boxcox0,600,0.283,0.4166526794433594
DUCK-F-AM4,sensordata,devide,600,0.28,0.9118385314941406
DUCK-F-AM4,sensordata,func1,600,0.316,0.52984619140625
DUCK-F-AM4,sensordata,L22,600,0.295,2.121166229248047
DUCK-F-AM4,sensordata,L2LN,600,0.753,4.166385650634766
DUCK-F-AM4,sensordata,L2,600,0.493,2.0412673950195312
DUCK-F-AM4,sensordata,max,600,0.175,1.2847747802734375
DUCK-F-AM4,sensordata,mean,600,1.383,1.0527687072753906
DUCK-F-AM4,sensordata,minus,600,0.132,0.7559814453125
DUCK-F-AM4,sensordata,multi,600,0.14,0.3145256042480469
DUCK-F-AM4,sensordata,plus,600,0.148,0.7336997985839844
DUCK-F-AM4,sensordata,variance,600,15.142,0.5664558410644531
DUCK-F-AM4,sensordata,weightsum,600,0.869,2.246253967285156
DUCK-F-AM4,sensordata,boxcox0,800,0.283,0.5434455871582031
DUCK-F-AM4,sensordata,devide,800,0.29,1.06207275390625
DUCK-F-AM4,sensordata,func1,800,0.297,0.4025192260742187
DUCK-F-AM4,sensordata,L22,800,0.313,2.2739715576171875
DUCK-F-AM4,sensordata,L2LN,800,0.663,1.880577087402344
DUCK-F-AM4,sensordata,L2,800,0.539,2.232666015625
DUCK-F-AM4,sensordata,max,800,0.174,1.2848281860351562
DUCK-F-AM4,sensordata,mean,800,1.324,1.2432022094726562
DUCK-F-AM4,sensordata,minus,800,0.159,0.4615325927734375
DUCK-F-AM4,sensordata,multi,800,0.135,0.4642219543457031
DUCK-F-AM4,sensordata,plus,800,0.149,0.8844337463378906
DUCK-F-AM4,sensordata,variance,800,15.236,0.5466690063476562
DUCK-F-AM4,sensordata,weightsum,800,0.938,1.8743743896484373
DUCK-F-AM4,nycdata,boxcox0,1000,0.07,1.5522918701171875
DUCK-F-AM4,nycdata,devide,1000,0.062,0.3672065734863281
DUCK-F-AM4,nycdata,func1,1000,0.065,1.6055831909179688
DUCK-F-AM4,nycdata,L22,1000,0.069,0.4550056457519531
DUCK-F-AM4,nycdata,L2LN,1000,0.196,0.490447998046875
DUCK-F-AM4,nycdata,L2,1000,0.157,0.4470443725585937
DUCK-F-AM4,nycdata,max,1000,0.054,0.4010772705078125
DUCK-F-AM4,nycdata,mean,1000,0.768,0.3438606262207031
DUCK-F-AM4,nycdata,minus,1000,0.047,1.5587997436523438
DUCK-F-AM4,nycdata,multi,1000,0.038,0.2766647338867187
DUCK-F-AM4,nycdata,plus,1000,0.037,1.5582199096679688
DUCK-F-AM4,nycdata,variance,1000,2.847,0.3461875915527344
DUCK-F-AM4,nycdata,weightsum,1000,0.265,0.5042839050292969
DUCK-F-AM4,nycdata,boxcox0,12000,0.075,6.313785552978516
DUCK-F-AM4,nycdata,devide,12000,0.077,11.449264526367188
DUCK-F-AM4,nycdata,func1,12000,0.1,0.2497901916503906
DUCK-F-AM4,nycdata,L22,12000,0.083,13.626964569091797
DUCK-F-AM4,nycdata,L2LN,12000,0.151,5.913967132568359
DUCK-F-AM4,nycdata,L2,12000,0.155,9.057525634765623
DUCK-F-AM4,nycdata,max,12000,0.069,9.113410949707031
DUCK-F-AM4,nycdata,mean,12000,0.305,7.951297760009766
DUCK-F-AM4,nycdata,minus,12000,0.053,7.711112976074219
DUCK-F-AM4,nycdata,multi,12000,0.038,11.438350677490234
DUCK-F-AM4,nycdata,plus,12000,0.058,6.413131713867188
DUCK-F-AM4,nycdata,variance,12000,3.173,8.957317352294922
DUCK-F-AM4,nycdata,weightsum,12000,0.292,9.025672912597656
DUCK-F-AM4,nycdata,boxcox0,1200,0.062,0.2327766418457031
DUCK-F-AM4,nycdata,devide,1200,0.064,0.2622222900390625
DUCK-F-AM4,nycdata,func1,1200,0.053,0.2165794372558593
DUCK-F-AM4,nycdata,L22,1200,0.073,0.3251609802246094
DUCK-F-AM4,nycdata,L2LN,1200,0.179,0.3810920715332031
DUCK-F-AM4,nycdata,L2,1200,0.146,0.3679351806640625
DUCK-F-AM4,nycdata,max,1200,0.058,0.3194122314453125
DUCK-F-AM4,nycdata,mean,1200,0.323,0.3075904846191406
DUCK-F-AM4,nycdata,minus,1200,0.037,0.2636451721191406
DUCK-F-AM4,nycdata,multi,1200,0.037,0.2931404113769531
DUCK-F-AM4,nycdata,plus,1200,0.039,0.2592926025390625
DUCK-F-AM4,nycdata,variance,1200,3.352,0.2835464477539062
DUCK-F-AM4,nycdata,weightsum,1200,0.277,0.3056106567382812
DUCK-F-AM4,nycdata,boxcox0,200,0.088,1.54925537109375
DUCK-F-AM4,nycdata,devide,200,0.058,0.3347740173339844
DUCK-F-AM4,nycdata,func1,200,0.061,1.897979736328125
DUCK-F-AM4,nycdata,L22,200,0.067,0.4373664855957031
DUCK-F-AM4,nycdata,L2LN,200,0.19,0.4837226867675781
DUCK-F-AM4,nycdata,L2,200,0.148,0.41070556640625
DUCK-F-AM4,nycdata,max,200,0.054,0.3689842224121094
DUCK-F-AM4,nycdata,mean,200,0.395,0.3337287902832031
DUCK-F-AM4,nycdata,minus,200,0.046,1.5566787719726562
DUCK-F-AM4,nycdata,multi,200,0.038,1.5570182800292969
DUCK-F-AM4,nycdata,plus,200,0.043,1.5524368286132812
DUCK-F-AM4,nycdata,variance,200,3.974,0.3369903564453125
DUCK-F-AM4,nycdata,weightsum,200,0.369,0.4571914672851562
DUCK-F-AM4,nycdata,boxcox0,400,0.065,1.5786094665527344
DUCK-F-AM4,nycdata,devide,400,0.067,0.3661918640136719
DUCK-F-AM4,nycdata,func1,400,0.062,1.9245643615722656
DUCK-F-AM4,nycdata,L22,400,0.071,0.4661140441894531
DUCK-F-AM4,nycdata,L2LN,400,0.191,0.5195388793945312
DUCK-F-AM4,nycdata,L2,400,0.145,0.4508895874023437
DUCK-F-AM4,nycdata,max,400,0.06,0.406951904296875
DUCK-F-AM4,nycdata,mean,400,0.463,0.3678817749023437
DUCK-F-AM4,nycdata,minus,400,0.04,1.5860710144042969
DUCK-F-AM4,nycdata,multi,400,0.036,1.5880584716796875
DUCK-F-AM4,nycdata,plus,400,0.042,1.5827789306640625
DUCK-F-AM4,nycdata,variance,400,3.151,0.3949737548828125
DUCK-F-AM4,nycdata,weightsum,400,0.267,0.500518798828125
DUCK-F-AM4,nycdata,boxcox0,600,0.065,1.6049079895019531
DUCK-F-AM4,nycdata,devide,600,0.066,0.3086814880371094
DUCK-F-AM4,nycdata,func1,600,0.063,1.5519943237304688
DUCK-F-AM4,nycdata,L22,600,0.067,0.4883537292480469
DUCK-F-AM4,nycdata,L2LN,600,0.212,14.596885681152344
DUCK-F-AM4,nycdata,L2,600,0.144,0.4815254211425781
DUCK-F-AM4,nycdata,max,600,0.056,0.4044685363769531
DUCK-F-AM4,nycdata,mean,600,0.334,0.4196739196777344
DUCK-F-AM4,nycdata,minus,600,0.039,1.615997314453125
DUCK-F-AM4,nycdata,multi,600,0.036,1.6195297241210938
DUCK-F-AM4,nycdata,plus,600,0.04,1.612751007080078
DUCK-F-AM4,nycdata,variance,600,3.065,0.4204940795898437
DUCK-F-AM4,nycdata,weightsum,600,0.261,0.5433578491210938
DUCK-F-AM4,nycdata,boxcox0,800,0.071,1.6296272277832031
DUCK-F-AM4,nycdata,devide,800,0.062,0.3370132446289062
DUCK-F-AM4,nycdata,func1,800,0.063,1.579364776611328
DUCK-F-AM4,nycdata,L22,800,0.071,0.5192337036132812
DUCK-F-AM4,nycdata,L2LN,800,0.184,0.5961990356445312
DUCK-F-AM4,nycdata,L2,800,0.142,0.4454002380371094
DUCK-F-AM4,nycdata,max,800,0.056,0.4044189453125
DUCK-F-AM4,nycdata,mean,800,0.409,0.4639968872070312
DUCK-F-AM4,nycdata,minus,800,0.039,1.6466293334960938
DUCK-F-AM4,nycdata,multi,800,0.044,0.2492599487304687
DUCK-F-AM4,nycdata,plus,800,0.041,1.6422233581542969
DUCK-F-AM4,nycdata,variance,800,3.51,0.4603767395019531
DUCK-F-AM4,nycdata,weightsum,800,0.468,0.45050048828125
DUCK-F-AM4,stockdata,boxcox0,1000,0.03,1.1738128662109375
DUCK-F-AM4,stockdata,devide,1000,0.029,0.2882919311523437
DUCK-F-AM4,stockdata,func1,1000,0.034,1.1935081481933594
DUCK-F-AM4,stockdata,L22,1000,0.031,0.3206863403320312
DUCK-F-AM4,stockdata,L2LN,1000,0.121,0.3765716552734375
DUCK-F-AM4,stockdata,L2,1000,0.087,0.3884124755859375
DUCK-F-AM4,stockdata,max,1000,0.067,0.3834419250488281
DUCK-F-AM4,stockdata,mean,1000,0.082,0.3813133239746094
DUCK-F-AM4,stockdata,minus,1000,0.043,1.1801910400390625
DUCK-F-AM4,stockdata,multi,1000,0.029,0.2542228698730469
DUCK-F-AM4,stockdata,plus,1000,0.046,1.1823959350585938
DUCK-F-AM4,stockdata,variance,1000,0.139,0.3967933654785156
DUCK-F-AM4,stockdata,weightsum,1000,0.067,0.3919181823730469
DUCK-F-AM4,stockdata,boxcox0,12000,0.058,0.6371002197265625
DUCK-F-AM4,stockdata,devide,12000,0.05,0.8978767395019531
DUCK-F-AM4,stockdata,func1,12000,0.059,0.3196296691894531
DUCK-F-AM4,stockdata,L22,12000,0.053,1.1954078674316406
DUCK-F-AM4,stockdata,L2LN,12000,0.086,1.1058883666992188
DUCK-F-AM4,stockdata,L2,12000,0.095,1.2197265625
DUCK-F-AM4,stockdata,max,12000,0.088,1.30780029296875
DUCK-F-AM4,stockdata,mean,12000,0.114,1.0444488525390625
DUCK-F-AM4,stockdata,minus,12000,0.053,0.6359291076660156
DUCK-F-AM4,stockdata,multi,12000,0.05,0.7078094482421875
DUCK-F-AM4,stockdata,plus,12000,0.06,0.5315704345703125
DUCK-F-AM4,stockdata,variance,12000,0.114,1.0423126220703125
DUCK-F-AM4,stockdata,weightsum,12000,0.071,1.190349578857422
DUCK-F-AM4,stockdata,boxcox0,1200,0.034,0.231719970703125
DUCK-F-AM4,stockdata,devide,1200,0.036,0.2477073669433593
DUCK-F-AM4,stockdata,func1,1200,0.038,0.5191879272460938
DUCK-F-AM4,stockdata,L22,1200,0.037,0.2503128051757812
DUCK-F-AM4,stockdata,L2LN,1200,0.078,0.2798271179199219
DUCK-F-AM4,stockdata,L2,1200,0.077,0.2908554077148437
DUCK-F-AM4,stockdata,max,1200,0.053,0.2646865844726562
DUCK-F-AM4,stockdata,mean,1200,0.078,0.2744636535644531
DUCK-F-AM4,stockdata,minus,1200,0.028,0.2504196166992187
DUCK-F-AM4,stockdata,multi,1200,0.029,0.2367172241210937
DUCK-F-AM4,stockdata,plus,1200,0.026,0.2420730590820312
DUCK-F-AM4,stockdata,variance,1200,0.102,0.2636337280273437
DUCK-F-AM4,stockdata,weightsum,1200,0.07,0.2528877258300781
DUCK-F-AM4,stockdata,boxcox0,200,0.029,1.1722183227539062
DUCK-F-AM4,stockdata,devide,200,0.045,0.2771415710449219
DUCK-F-AM4,stockdata,func1,200,0.029,1.3993682861328125
DUCK-F-AM4,stockdata,L22,200,0.048,0.2769813537597656
DUCK-F-AM4,stockdata,L2LN,200,0.081,0.2838058471679687
DUCK-F-AM4,stockdata,L2,200,0.089,0.2926101684570312
DUCK-F-AM4,stockdata,max,200,0.061,0.2897186279296875
DUCK-F-AM4,stockdata,mean,200,0.066,0.2822914123535156
DUCK-F-AM4,stockdata,minus,200,0.031,1.178466796875
DUCK-F-AM4,stockdata,multi,200,0.041,1.178985595703125
DUCK-F-AM4,stockdata,plus,200,0.028,1.1751022338867188
DUCK-F-AM4,stockdata,variance,200,0.109,0.3033218383789062
DUCK-F-AM4,stockdata,weightsum,200,0.087,0.2925033569335937
DUCK-F-AM4,stockdata,boxcox0,400,0.046,1.182109832763672
DUCK-F-AM4,stockdata,devide,400,0.046,0.2892112731933594
DUCK-F-AM4,stockdata,func1,400,0.031,1.4091835021972656
DUCK-F-AM4,stockdata,L22,400,0.064,0.2869148254394531
DUCK-F-AM4,stockdata,L2LN,400,0.11,0.3080558776855469
DUCK-F-AM4,stockdata,L2,400,0.092,0.3168258666992187
DUCK-F-AM4,stockdata,max,400,0.062,0.3121719360351562
DUCK-F-AM4,stockdata,mean,400,0.074,0.3077049255371094
DUCK-F-AM4,stockdata,minus,400,0.044,1.190654754638672
DUCK-F-AM4,stockdata,multi,400,0.056,1.1902389526367188
DUCK-F-AM4,stockdata,plus,400,0.026,1.1874465942382812
DUCK-F-AM4,stockdata,variance,400,0.115,0.3260650634765625
DUCK-F-AM4,stockdata,weightsum,400,0.093,0.3168563842773437
DUCK-F-AM4,stockdata,boxcox0,600,0.046,1.1924934387207031
DUCK-F-AM4,stockdata,devide,600,0.043,0.2658271789550781
DUCK-F-AM4,stockdata,func1,600,0.032,1.1730995178222656
DUCK-F-AM4,stockdata,L22,600,0.058,0.2974205017089844
DUCK-F-AM4,stockdata,L2LN,600,0.093,4.182273864746094
DUCK-F-AM4,stockdata,L2,600,0.09,0.3405532836914062
DUCK-F-AM4,stockdata,max,600,0.053,0.3356895446777344
DUCK-F-AM4,stockdata,mean,600,0.063,0.3334274291992187
DUCK-F-AM4,stockdata,minus,600,0.026,1.2036170959472656
DUCK-F-AM4,stockdata,multi,600,0.045,1.203754425048828
DUCK-F-AM4,stockdata,plus,600,0.024,1.2007980346679688
DUCK-F-AM4,stockdata,variance,600,0.118,0.3488883972167969
DUCK-F-AM4,stockdata,weightsum,600,0.088,0.34228515625
DUCK-F-AM4,stockdata,boxcox0,800,0.045,1.2021026611328125
DUCK-F-AM4,stockdata,devide,800,0.046,0.2775688171386719
DUCK-F-AM4,stockdata,func1,800,0.033,1.1816253662109375
DUCK-F-AM4,stockdata,L22,800,0.048,0.30999755859375
DUCK-F-AM4,stockdata,L2LN,800,0.115,0.3559646606445312
DUCK-F-AM4,stockdata,L2,800,0.095,0.3629074096679687
DUCK-F-AM4,stockdata,max,800,0.052,0.3601570129394531
DUCK-F-AM4,stockdata,mean,800,0.063,0.3583145141601562
DUCK-F-AM4,stockdata,minus,800,0.032,1.2151756286621094
DUCK-F-AM4,stockdata,multi,800,0.029,0.26934814453125
DUCK-F-AM4,stockdata,plus,800,0.044,1.2127799987792969
DUCK-F-AM4,stockdata,variance,800,0.115,0.3648262023925781
DUCK-F-AM4,stockdata,weightsum,800,0.087,0.3653335571289062
