experiment,table,function,errorbound,width,time,sqltime,ssim,memory(GB)
OM3,synthetic256m,boxcox0,0,600,0.426,0.125,1.0,0.6273880004882812
OM3,synthetic256m,boxcox0,0,800,0.452,0.15,1.0,0.5829010009765625
OM3,synthetic256m,devide,0,1000,0.885,0.303,0.9985,0.8361968994140625
OM3,synthetic256m,devide,0,1200,0.923,0.306,0.999,0.8357505798339844
OM3,synthetic256m,devide,0,200,0.55,0.042,0.9978,0.8318977355957031
OM3,synthetic256m,devide,0,400,0.618,0.081,0.9985,0.8318977355957031
OM3,synthetic256m,devide,0,600,0.698,0.129,0.9978,0.878814697265625
OM3,synthetic256m,devide,0,800,0.767,0.164,0.9985,0.833953857421875
OM3,synthetic256m,func1,0,1000,0.539,0.208,1.0,0.5840988159179688
OM3,synthetic256m,func1,0,1200,0.602,0.272,1.0,0.5844039916992188
OM3,synthetic256m,func1,0,200,0.49,0.267,1.0,0.5820236206054688
OM3,synthetic256m,func1,0,400,0.388,0.093,1.0,0.5826377868652344
OM3,synthetic256m,func1,0,600,0.434,0.135,1.0,0.6273880004882812
OM3,synthetic256m,func1,0,800,0.497,0.19,1.0,0.5828971862792969
OM3,synthetic256m,L2,0,1000,1.663,0.267,0.9755,1.5860023498535156
OM3,synthetic256m,L2,0,1200,1.729,0.259,0.9785,1.5888023376464844
OM3,synthetic256m,L2,0,200,1.14,0.163,0.9591,1.5819091796875
OM3,synthetic256m,L2,0,400,1.241,0.095,0.9676,1.5842781066894531
OM3,synthetic256m,L2,0,600,1.415,0.205,0.9728,1.6302986145019531
OM3,synthetic256m,L2,0,800,1.532,0.237,0.9743,1.5845222473144531
OM3,synthetic256m,L22,0,1000,0.829,0.272,0.8627,0.8362045288085938
OM3,synthetic256m,L22,0,1200,0.882,0.3,0.8631,0.8357582092285156
OM3,synthetic256m,L22,0,200,0.542,0.045,0.8573,0.8319053649902344
OM3,synthetic256m,L22,0,400,0.562,0.083,0.8594,0.8320770263671875
OM3,synthetic256m,L22,0,600,0.65,0.143,0.8609,0.8793411254882812
OM3,synthetic256m,L22,0,800,0.718,0.175,0.86,0.8339614868164062
OM3,synthetic256m,L2LN,0,1000,1.661,0.226,0.9877,1.5864753723144531
OM3,synthetic256m,L2LN,0,1200,1.782,0.259,0.9886,1.5889739990234375
OM3,synthetic256m,L2LN,0,200,1.072,0.122,0.979,1.5816688537597656
OM3,synthetic256m,L2LN,0,400,1.273,0.097,0.9829,1.5842857360839844
OM3,synthetic256m,L2LN,0,600,1.386,0.153,0.9853,1.6309013366699219
OM3,synthetic256m,L2LN,0,800,1.56,0.232,0.9871,1.5828590393066406
OM3,synthetic256m,max,0,1000,1.675,0.218,0.9996,1.5862503051757812
OM3,synthetic256m,max,0,1200,1.788,0.271,0.9996,1.5876693725585938
OM3,synthetic256m,max,0,200,0.867,0.102,0.9982,1.5816612243652344
OM3,synthetic256m,max,0,400,1.413,0.098,0.9993,1.5842781066894531
OM3,synthetic256m,max,0,600,1.393,0.156,0.9994,1.6307792663574219
OM3,synthetic256m,max,0,800,1.57,0.235,0.9996,1.5828514099121094
OM3,synthetic256m,mean,0,1000,1.808,0.242,0.973,1.5859947204589844
OM3,synthetic256m,mean,0,1200,1.347,0.211,0.9744,1.585601806640625
OM3,synthetic256m,mean,0,200,1.211,0.048,0.953,1.5816612243652344
OM3,synthetic256m,mean,0,400,1.399,0.093,0.9612,1.5842781066894531
OM3,synthetic256m,mean,0,600,1.355,0.134,0.9674,1.6302909851074219
OM3,synthetic256m,mean,0,800,1.682,0.198,0.9683,1.5828514099121094
OM3,synthetic256m,minus,0,1000,0.86,0.193,0.9607,0.8361968994140625
OM3,synthetic256m,minus,0,1200,0.885,0.284,0.9623,0.8359222412109375
OM3,synthetic256m,minus,0,200,0.55,0.112,0.9401,0.8318977355957031
OM3,synthetic256m,minus,0,400,0.619,0.081,0.9461,0.8320693969726562
OM3,synthetic256m,minus,0,600,0.697,0.128,0.9549,0.8786468505859375
OM3,synthetic256m,minus,0,800,0.758,0.228,0.9564,0.8337821960449219
OM3,synthetic256m,multi,0,1000,0.869,0.204,0.9777,0.8361968994140625
OM3,synthetic256m,multi,0,1200,0.897,0.285,0.9793,0.8357505798339844
OM3,synthetic256m,multi,0,200,0.548,0.112,0.958,0.8318977355957031
OM3,synthetic256m,multi,0,400,0.62,0.083,0.9683,0.8320693969726562
OM3,synthetic256m,multi,0,600,0.694,0.127,0.9712,0.8791656494140625
OM3,synthetic256m,multi,0,800,0.758,0.161,0.9758,0.8337821960449219
OM3,synthetic256m,plus,0,1000,0.839,0.26,0.9801,0.8361930847167969
OM3,synthetic256m,plus,0,1200,0.895,0.285,0.9807,0.8357505798339844
OM3,synthetic256m,plus,0,200,0.532,0.043,0.9643,0.8318939208984375
OM3,synthetic256m,plus,0,400,0.625,0.08,0.9716,0.8320655822753906
OM3,synthetic256m,plus,0,600,0.69,0.126,0.9751,0.8786811828613281
OM3,synthetic256m,plus,0,800,0.754,0.16,0.9796,0.8337783813476562
OM3,synthetic256m,variance,0,1000,1.303,0.18,0.9698,1.5859947204589844
OM3,synthetic256m,variance,0,1200,1.328,0.203,0.9718,1.585601806640625
OM3,synthetic256m,variance,0,200,0.89,0.099,0.9478,1.5819015502929688
OM3,synthetic256m,variance,0,400,1.375,0.099,0.957,1.5842781066894531
OM3,synthetic256m,variance,0,600,1.073,0.128,0.9627,1.6293067932128906
OM3,synthetic256m,variance,0,800,1.138,0.136,0.9665,1.5861892700195312
OM3,synthetic256m,weightsum,0,1000,1.671,0.221,0.9699,1.5862579345703125
OM3,synthetic256m,weightsum,0,1200,1.799,0.309,0.9715,1.587677001953125
OM3,synthetic256m,weightsum,0,200,1.128,0.158,0.9458,1.5816688537597656
OM3,synthetic256m,weightsum,0,400,1.277,0.105,0.9581,1.5842857360839844
OM3,synthetic256m,weightsum,0,600,1.42,0.285,0.9636,1.6302986145019531
OM3,synthetic256m,weightsum,0,800,1.552,0.183,0.9671,1.5828590393066406
OM3,synthetic2m,boxcox0,0,1000,0.145,0.081,1.0,0.370513916015625
OM3,synthetic2m,boxcox0,0,1200,0.19,0.078,1.0,0.3464012145996094
OM3,synthetic2m,boxcox0,0,200,0.03,0.02,1.0,0.3692283630371094
OM3,synthetic2m,boxcox0,0,400,0.05,0.031,1.0,0.3692283630371094
OM3,synthetic2m,boxcox0,0,600,0.082,0.046,1.0,0.21973037719726562
OM3,synthetic2m,boxcox0,0,800,0.123,0.083,1.0,0.3700714111328125
OM3,synthetic2m,devide,0,1000,0.222,0.091,0.9969,0.3726158142089844
OM3,synthetic2m,devide,0,1200,0.216,0.084,0.997,0.37471771240234375
OM3,synthetic2m,devide,0,200,0.035,0.019,0.9918,0.3643989562988281
OM3,synthetic2m,devide,0,400,0.083,0.04,0.9939,0.36464691162109375
OM3,synthetic2m,devide,0,600,0.119,0.056,0.9952,0.2321319580078125
OM3,synthetic2m,devide,0,800,0.163,0.08,0.9957,0.3673248291015625
OM3,synthetic2m,func1,0,1000,0.161,0.086,1.0,0.36835479736328125
OM3,synthetic2m,func1,0,1200,0.172,0.109,1.0,0.3692970275878906
OM3,synthetic2m,func1,0,200,0.057,0.045,1.0,0.3664741516113281
OM3,synthetic2m,func1,0,400,0.087,0.061,1.0,0.36679840087890625
OM3,synthetic2m,func1,0,600,0.109,0.07,1.0,0.22159576416015625
OM3,synthetic2m,func1,0,800,0.144,0.074,1.0,0.37097930908203125
OM3,synthetic2m,L2,0,1000,0.405,0.102,0.9656,0.3534660339355469
OM3,synthetic2m,L2,0,1200,0.465,0.13,0.9677,0.3779296875
OM3,synthetic2m,L2,0,200,0.077,0.023,0.9382,0.3915901184082031
OM3,synthetic2m,L2,0,400,0.146,0.048,0.9506,0.39206695556640625
OM3,synthetic2m,L2,0,600,0.218,0.07,0.9581,0.26153564453125
OM3,synthetic2m,L2,0,800,0.33,0.091,0.9619,0.4315528869628906
OM3,synthetic2m,L22,0,1000,0.19,0.082,0.8777,0.3565406799316406
OM3,synthetic2m,L22,0,1200,0.22,0.086,0.8792,0.3475799560546875
OM3,synthetic2m,L22,0,200,0.056,0.027,0.8612,0.39672088623046875
OM3,synthetic2m,L22,0,400,0.087,0.04,0.8691,0.39699554443359375
OM3,synthetic2m,L22,0,600,0.131,0.06,0.8725,0.23769378662109375
OM3,synthetic2m,L22,0,800,0.162,0.071,0.8753,0.3550872802734375
OM3,synthetic2m,L2LN,0,1000,0.364,0.098,0.9741,0.39206695556640625
OM3,synthetic2m,L2LN,0,1200,0.458,0.112,0.9739,0.3551483154296875
OM3,synthetic2m,L2LN,0,200,0.085,0.025,0.9561,0.3591804504394531
OM3,synthetic2m,L2LN,0,400,0.157,0.051,0.9656,0.3775138854980469
OM3,synthetic2m,L2LN,0,600,0.245,0.076,0.9711,0.24047470092773438
OM3,synthetic2m,L2LN,0,800,0.293,0.091,0.9729,0.37453460693359375
OM3,synthetic2m,max,0,1000,0.382,0.108,0.9967,0.3744010925292969
OM3,synthetic2m,max,0,1200,0.479,0.111,0.9968,0.3915901184082031
OM3,synthetic2m,max,0,200,0.092,0.028,0.9942,0.40837860107421875
OM3,synthetic2m,max,0,400,0.146,0.056,0.9958,0.4088783264160156
OM3,synthetic2m,max,0,600,0.237,0.076,0.9962,0.24863433837890625
OM3,synthetic2m,max,0,800,0.31,0.093,0.9964,0.3534889221191406
OM3,synthetic2m,mean,0,1000,0.41,0.109,0.9553,0.3728370666503906
OM3,synthetic2m,mean,0,1200,0.471,0.138,0.9585,0.3780632019042969
OM3,synthetic2m,mean,0,200,0.107,0.024,0.9238,0.3577117919921875
OM3,synthetic2m,mean,0,400,0.183,0.052,0.9375,0.369903564453125
OM3,synthetic2m,mean,0,600,0.227,0.073,0.9457,0.23366165161132812
OM3,synthetic2m,mean,0,800,0.332,0.106,0.9511,0.3524436950683594
OM3,synthetic2m,minus,0,1000,0.236,0.078,0.9452,0.3633613586425781
OM3,synthetic2m,minus,0,1200,0.225,0.089,0.9489,0.3652458190917969
OM3,synthetic2m,minus,0,200,0.037,0.019,0.9027,0.3693695068359375
OM3,synthetic2m,minus,0,400,0.08,0.039,0.9197,0.35428619384765625
OM3,synthetic2m,minus,0,600,0.116,0.059,0.9374,0.2215576171875
OM3,synthetic2m,minus,0,800,0.153,0.077,0.9419,0.3564491271972656
OM3,synthetic2m,multi,0,1000,0.204,0.092,0.97,0.35774993896484375
OM3,synthetic2m,multi,0,1200,0.232,0.088,0.9712,0.3643989562988281
OM3,synthetic2m,multi,0,200,0.037,0.019,0.9561,0.3652458190917969
OM3,synthetic2m,multi,0,400,0.089,0.039,0.963,0.3655128479003906
OM3,synthetic2m,multi,0,600,0.15,0.059,0.9669,0.2294769287109375
OM3,synthetic2m,multi,0,800,0.179,0.079,0.9682,0.35001373291015625
OM3,synthetic2m,plus,0,1000,0.218,0.085,0.9552,0.3672676086425781
OM3,synthetic2m,plus,0,1200,0.224,0.089,0.9575,0.3693695068359375
OM3,synthetic2m,plus,0,200,0.045,0.021,0.9283,0.3464012145996094
OM3,synthetic2m,plus,0,400,0.09,0.043,0.9419,0.346649169921875
OM3,synthetic2m,plus,0,600,0.118,0.059,0.9487,0.22121429443359375
OM3,synthetic2m,plus,0,800,0.178,0.087,0.9516,0.360443115234375
OM3,synthetic2m,variance,0,1000,0.368,0.101,0.9444,0.3746337890625
OM3,synthetic2m,variance,0,1200,0.428,0.108,0.9481,0.3992195129394531
OM3,synthetic2m,variance,0,200,0.081,0.023,0.896,0.3975944519042969
OM3,synthetic2m,variance,0,400,0.16,0.058,0.9194,0.4175910949707031
OM3,synthetic2m,variance,0,600,0.25,0.075,0.9332,0.248291015625
OM3,synthetic2m,variance,0,800,0.312,0.075,0.9387,0.35106658935546875
OM3,synthetic2m,weightsum,0,1000,0.381,0.109,0.9569,0.3742866516113281
OM3,synthetic2m,weightsum,0,1200,0.5,0.12,0.9599,0.398895263671875
OM3,synthetic2m,weightsum,0,200,0.078,0.023,0.9214,0.3973121643066406
OM3,synthetic2m,weightsum,0,400,0.154,0.052,0.9376,0.41745758056640625
OM3,synthetic2m,weightsum,0,600,0.252,0.071,0.9468,0.2618865966796875
OM3,synthetic2m,weightsum,0,800,0.349,0.087,0.9523,0.3507194519042969
OM3,synthetic32m,boxcox0,0,1000,0.214,0.116,0.9999,0.3641357421875
OM3,synthetic32m,boxcox0,0,1200,0.3,0.142,0.9999,0.3643646240234375
OM3,synthetic32m,boxcox0,0,200,0.079,0.037,0.9999,0.395751953125
OM3,synthetic32m,boxcox0,0,400,0.1,0.045,0.9999,0.363372802734375
OM3,synthetic32m,boxcox0,0,600,0.154,0.079,0.9999,0.3752021789550781
OM3,synthetic32m,boxcox0,0,800,0.17,0.097,0.9999,0.3969383239746094
OM3,synthetic32m,devide,0,1000,0.327,0.127,0.9984,0.39626312255859375
OM3,synthetic32m,devide,0,1200,0.353,0.139,0.998,0.39681243896484375
OM3,synthetic32m,devide,0,200,0.111,0.041,0.9958,0.394378662109375
OM3,synthetic32m,devide,0,400,0.155,0.058,0.996,0.39481353759765625
OM3,synthetic32m,devide,0,600,0.222,0.099,0.9982,0.3291816711425781
OM3,synthetic32m,devide,0,800,0.29,0.107,0.9976,0.39705657958984375
OM3,synthetic32m,func1,0,1000,0.216,0.118,1.0,0.3641357421875
OM3,synthetic32m,func1,0,1200,0.295,0.141,1.0,0.3645362854003906
OM3,synthetic32m,func1,0,200,0.061,0.044,1.0,0.4900016784667969
OM3,synthetic32m,func1,0,400,0.134,0.084,1.0,0.363372802734375
OM3,synthetic32m,func1,0,600,0.183,0.093,1.0,0.3431739807128906
OM3,synthetic32m,func1,0,800,0.183,0.101,1.0,0.3969383239746094
OM3,synthetic32m,L2,0,1000,0.603,0.137,0.9754,0.493194580078125
OM3,synthetic32m,L2,0,1200,0.647,0.154,0.977,0.49394989013671875
OM3,synthetic32m,L2,0,200,0.224,0.043,0.9572,0.4880332946777344
OM3,synthetic32m,L2,0,400,0.305,0.062,0.9663,0.48879241943359375
OM3,synthetic32m,L2,0,600,0.387,0.099,0.971,0.4242820739746094
OM3,synthetic32m,L2,0,800,0.485,0.125,0.9738,0.4923362731933594
OM3,synthetic32m,L22,0,1000,0.326,0.126,0.9012,0.39626312255859375
OM3,synthetic32m,L22,0,1200,0.35,0.139,0.9019,0.39681243896484375
OM3,synthetic32m,L22,0,200,0.103,0.035,0.8962,0.394378662109375
OM3,synthetic32m,L22,0,400,0.152,0.062,0.898,0.3945960998535156
OM3,synthetic32m,L22,0,600,0.217,0.095,0.8989,0.3292655944824219
OM3,synthetic32m,L22,0,800,0.29,0.107,0.9002,0.39705657958984375
OM3,synthetic32m,L2LN,0,1000,0.58,0.147,0.9844,0.493194580078125
OM3,synthetic32m,L2LN,0,1200,0.652,0.162,0.9856,0.49394989013671875
OM3,synthetic32m,L2LN,0,200,0.223,0.038,0.9709,0.4880332946777344
OM3,synthetic32m,L2LN,0,400,0.291,0.066,0.9763,0.4885749816894531
OM3,synthetic32m,L2LN,0,600,0.39,0.102,0.98,0.4236335754394531
OM3,synthetic32m,L2LN,0,800,0.48,0.121,0.9827,0.4923362731933594
OM3,synthetic32m,max,0,1000,0.592,0.14,0.9991,0.493194580078125
OM3,synthetic32m,max,0,1200,0.645,0.155,0.9992,0.49394989013671875
OM3,synthetic32m,max,0,200,0.21,0.034,0.9974,0.488067626953125
OM3,synthetic32m,max,0,400,0.28,0.06,0.9983,0.4883880615234375
OM3,synthetic32m,max,0,600,0.415,0.105,0.9988,0.423370361328125
OM3,synthetic32m,max,0,800,0.483,0.115,0.999,0.4922981262207031
OM3,synthetic32m,mean,0,1000,0.58,0.147,0.9716,0.493194580078125
OM3,synthetic32m,mean,0,1200,0.66,0.16,0.9729,0.49394989013671875
OM3,synthetic32m,mean,0,200,0.249,0.05,0.952,0.4881401062011719
OM3,synthetic32m,mean,0,400,0.317,0.076,0.9599,0.48879241943359375
OM3,synthetic32m,mean,0,600,0.403,0.106,0.9656,0.4234580993652344
OM3,synthetic32m,mean,0,800,0.485,0.127,0.9681,0.4923362731933594
OM3,synthetic32m,minus,0,1000,0.334,0.126,0.9699,0.3965187072753906
OM3,synthetic32m,minus,0,1200,0.36,0.143,0.9702,0.39681243896484375
OM3,synthetic32m,minus,0,200,0.119,0.043,0.9509,0.394378662109375
OM3,synthetic32m,minus,0,400,0.159,0.06,0.9589,0.39481353759765625
OM3,synthetic32m,minus,0,600,0.221,0.099,0.9618,0.32917022705078125
OM3,synthetic32m,minus,0,800,0.293,0.108,0.9669,0.39705657958984375
OM3,synthetic32m,multi,0,1000,0.3,0.128,0.9826,0.3958320617675781
OM3,synthetic32m,multi,0,1200,0.356,0.136,0.9838,0.3969841003417969
OM3,synthetic32m,multi,0,200,0.102,0.031,0.968,0.394378662109375
OM3,synthetic32m,multi,0,400,0.158,0.053,0.9753,0.39481353759765625
OM3,synthetic32m,multi,0,600,0.199,0.085,0.9787,0.3291740417480469
OM3,synthetic32m,multi,0,800,0.274,0.103,0.9808,0.39705657958984375
OM3,synthetic32m,plus,0,1000,0.323,0.126,0.9809,0.39626312255859375
OM3,synthetic32m,plus,0,1200,0.377,0.144,0.9824,0.3969841003417969
OM3,synthetic32m,plus,0,200,0.131,0.034,0.9637,0.394378662109375
OM3,synthetic32m,plus,0,400,0.163,0.057,0.9732,0.39481353759765625
OM3,synthetic32m,plus,0,600,0.223,0.098,0.9769,0.3291664123535156
OM3,synthetic32m,plus,0,800,0.27,0.106,0.979,0.3964347839355469
OM3,synthetic32m,variance,0,1000,0.584,0.145,0.965,0.493194580078125
OM3,synthetic32m,variance,0,1200,0.652,0.157,0.9674,0.49394989013671875
OM3,synthetic32m,variance,0,200,0.241,0.044,0.9343,0.4881401062011719
OM3,synthetic32m,variance,0,400,0.304,0.064,0.9489,0.48879241943359375
OM3,synthetic32m,variance,0,600,0.395,0.104,0.956,0.42479705810546875
OM3,synthetic32m,variance,0,800,0.515,0.117,0.9609,0.4918212890625
OM3,synthetic32m,weightsum,0,1000,0.589,0.136,0.9716,0.493194580078125
OM3,synthetic32m,weightsum,0,1200,0.65,0.157,0.9735,0.49394989013671875
OM3,synthetic32m,weightsum,0,200,0.226,0.033,0.9482,0.4881019592285156
OM3,synthetic32m,weightsum,0,400,0.311,0.061,0.959,0.48879241943359375
OM3,synthetic32m,weightsum,0,600,0.41,0.108,0.9655,0.4236335754394531
OM3,synthetic32m,weightsum,0,800,0.491,0.117,0.9688,0.4918212890625
OM3,synthetic4m,boxcox0,0,1000,0.16,0.084,1.0,0.34880828857421875
OM3,synthetic4m,boxcox0,0,1200,0.163,0.101,1.0,0.3509979248046875
OM3,synthetic4m,boxcox0,0,200,0.036,0.025,1.0,0.34323883056640625
OM3,synthetic4m,boxcox0,0,400,0.065,0.035,1.0,0.34323883056640625
OM3,synthetic4m,boxcox0,0,600,0.091,0.052,1.0,0.23041915893554688
OM3,synthetic4m,boxcox0,0,800,0.13,0.068,1.0,0.3440132141113281
OM3,synthetic4m,devide,0,1000,0.198,0.09,0.9985,0.3532867431640625
OM3,synthetic4m,devide,0,1200,0.208,0.097,0.9989,0.3553504943847656
OM3,synthetic4m,devide,0,200,0.042,0.025,0.9933,0.36333465576171875
OM3,synthetic4m,devide,0,400,0.08,0.039,0.9976,0.3635826110839844
OM3,synthetic4m,devide,0,600,0.116,0.057,0.998,0.235870361328125
OM3,synthetic4m,devide,0,800,0.171,0.076,0.9984,0.35166168212890625
OM3,synthetic4m,func1,0,1000,0.144,0.08,1.0,0.3597145080566406
OM3,synthetic4m,func1,0,1200,0.165,0.091,1.0,0.3433074951171875
OM3,synthetic4m,func1,0,200,0.049,0.037,1.0,0.3589210510253906
OM3,synthetic4m,func1,0,400,0.079,0.056,1.0,0.3580131530761719
OM3,synthetic4m,func1,0,600,0.109,0.073,1.0,0.22965621948242188
OM3,synthetic4m,func1,0,800,0.142,0.085,1.0,0.35870361328125
OM3,synthetic4m,L2,0,1000,0.374,0.101,0.9632,0.3543128967285156
OM3,synthetic4m,L2,0,1200,0.415,0.121,0.9657,0.374237060546875
OM3,synthetic4m,L2,0,200,0.074,0.023,0.9322,0.3899993896484375
OM3,synthetic4m,L2,0,400,0.143,0.054,0.9486,0.3905830383300781
OM3,synthetic4m,L2,0,600,0.209,0.075,0.9554,0.2808074951171875
OM3,synthetic4m,L2,0,800,0.309,0.093,0.9603,0.4294090270996094
OM3,synthetic4m,L22,0,1000,0.197,0.09,0.8697,0.35595703125
OM3,synthetic4m,L22,0,1200,0.198,0.091,0.8733,0.3580131530761719
OM3,synthetic4m,L22,0,200,0.038,0.023,0.8512,0.374237060546875
OM3,synthetic4m,L22,0,400,0.077,0.038,0.8607,0.3744850158691406
OM3,synthetic4m,L22,0,600,0.114,0.056,0.8653,0.3387870788574219
OM3,synthetic4m,L22,0,800,0.154,0.076,0.8694,0.35334014892578125
OM3,synthetic4m,L2LN,0,1000,0.348,0.104,0.969,0.37398529052734375
OM3,synthetic4m,L2LN,0,1200,0.403,0.1,0.9714,0.35483551025390625
OM3,synthetic4m,L2LN,0,200,0.077,0.028,0.9435,0.3656196594238281
OM3,synthetic4m,L2LN,0,400,0.154,0.047,0.9563,0.3699607849121094
OM3,synthetic4m,L2LN,0,600,0.242,0.074,0.9621,0.340423583984375
OM3,synthetic4m,L2LN,0,800,0.258,0.093,0.9662,0.3539466857910156
OM3,synthetic4m,max,0,1000,0.351,0.101,0.998,0.3759307861328125
OM3,synthetic4m,max,0,1200,0.435,0.104,0.9982,0.3899993896484375
OM3,synthetic4m,max,0,200,0.08,0.024,0.9969,0.3695220947265625
OM3,synthetic4m,max,0,400,0.133,0.051,0.9977,0.3697700500488281
OM3,synthetic4m,max,0,600,0.234,0.072,0.9978,0.2640037536621094
OM3,synthetic4m,max,0,800,0.287,0.093,0.998,0.3536567687988281
OM3,synthetic4m,mean,0,1000,0.328,0.101,0.9481,0.3943519592285156
OM3,synthetic4m,mean,0,1200,0.401,0.099,0.952,0.4132957458496094
OM3,synthetic4m,mean,0,200,0.075,0.024,0.9012,0.35912322998046875
OM3,synthetic4m,mean,0,400,0.143,0.047,0.9246,0.3775520324707031
OM3,synthetic4m,mean,0,600,0.204,0.069,0.9362,0.23925018310546875
OM3,synthetic4m,mean,0,800,0.318,0.093,0.943,0.3925323486328125
OM3,synthetic4m,minus,0,1000,0.201,0.087,0.9521,0.3617973327636719
OM3,synthetic4m,minus,0,1200,0.239,0.086,0.9592,0.3637657165527344
OM3,synthetic4m,minus,0,200,0.044,0.026,0.9207,0.3701744079589844
OM3,synthetic4m,minus,0,400,0.085,0.041,0.9313,0.37042236328125
OM3,synthetic4m,minus,0,600,0.128,0.053,0.9483,0.23194503784179688
OM3,synthetic4m,minus,0,800,0.151,0.073,0.9449,0.3614768981933594
OM3,synthetic4m,multi,0,1000,0.196,0.087,0.9567,0.3655815124511719
OM3,synthetic4m,multi,0,1200,0.245,0.09,0.9547,0.36333465576171875
OM3,synthetic4m,multi,0,200,0.035,0.019,0.9135,0.3637657165527344
OM3,synthetic4m,multi,0,400,0.078,0.038,0.9274,0.364013671875
OM3,synthetic4m,multi,0,600,0.133,0.056,0.9303,0.23474884033203125
OM3,synthetic4m,multi,0,800,0.156,0.077,0.9326,0.3652610778808594
OM3,synthetic4m,plus,0,1000,0.244,0.1,0.9571,0.3682899475097656
OM3,synthetic4m,plus,0,1200,0.224,0.093,0.9593,0.3701744079589844
OM3,synthetic4m,plus,0,200,0.046,0.024,0.9187,0.35092926025390625
OM3,synthetic4m,plus,0,400,0.081,0.044,0.9376,0.3511772155761719
OM3,synthetic4m,plus,0,600,0.116,0.06,0.9455,0.23151016235351562
OM3,synthetic4m,plus,0,800,0.174,0.079,0.9532,0.36063385009765625
OM3,synthetic4m,variance,0,1000,0.35,0.11,0.9596,0.37371826171875
OM3,synthetic4m,variance,0,1200,0.406,0.104,0.9624,0.3548240661621094
OM3,synthetic4m,variance,0,200,0.081,0.037,0.9286,0.3501129150390625
OM3,synthetic4m,variance,0,400,0.158,0.047,0.9431,0.36995697021484375
OM3,synthetic4m,variance,0,600,0.239,0.071,0.9506,0.242889404296875
OM3,synthetic4m,variance,0,800,0.264,0.089,0.9561,0.35393524169921875
OM3,synthetic4m,weightsum,0,1000,0.348,0.105,0.9571,0.3545684814453125
OM3,synthetic4m,weightsum,0,1200,0.421,0.103,0.9608,0.374237060546875
OM3,synthetic4m,weightsum,0,200,0.074,0.026,0.9216,0.374237060546875
OM3,synthetic4m,weightsum,0,400,0.157,0.05,0.9396,0.389678955078125
OM3,synthetic4m,weightsum,0,600,0.192,0.071,0.9501,0.3271217346191406
